Happy_comment_word,%good_word,Sad_comment_word,%bad_word,All_number_use_for_word
الانم,0.2608695652173913,الانم,0.7391304347826086,23.0
لذید,0.9565217391304348,لذید,0.043478260869565216,23.0
می‌کرد,0.30434782608695654,می‌کرد,0.6956521739130435,23.0
خردل,0.2608695652173913,خردل,0.7391304347826086,23.0
مشهود,0.2608695652173913,مشهود,0.7391304347826086,23.0
میکردن,0.6521739130434783,میکردن,0.34782608695652173,23.0
حبوبات,0.30434782608695654,حبوبات,0.6956521739130435,23.0
باشی,0.5217391304347826,باشی,0.4782608695652174,23.0
العاده.,0.9565217391304348,العاده.,0.043478260869565216,23.0
هرروز,0.6521739130434783,هرروز,0.34782608695652173,23.0
شدند,0.391304347826087,شدند,0.6086956521739131,23.0
نقد,0.43478260869565216,نقد,0.5652173913043478,23.0
فیلیپر,0.5652173913043478,فیلیپر,0.43478260869565216,23.0
هیجان,0.8260869565217391,هیجان,0.17391304347826086,23.0
کیفیتشو,0.30434782608695654,کیفیتشو,0.6956521739130435,23.0
رنگی,0.391304347826087,رنگی,0.6086956521739131,23.0
کیفیتو,0.30434782608695654,کیفیتو,0.6956521739130435,23.0
فهمیدم,0.13043478260869565,فهمیدم,0.8695652173913043,23.0
مهمانی,0.2608695652173913,مهمانی,0.7391304347826086,23.0
نکنه،,0.8260869565217391,نکنه،,0.17391304347826086,23.0
همخوانی,0.17391304347826086,همخوانی,0.8260869565217391,23.0
بطوری,0.21739130434782608,بطوری,0.782608695652174,23.0
بهترم,0.9565217391304348,بهترم,0.043478260869565216,23.0
ترک,0.30434782608695654,ترک,0.6956521739130435,23.0
زنجیره‌ای,0.6086956521739131,زنجیره‌ای,0.391304347826087,23.0
همونی,0.8695652173913043,همونی,0.13043478260869565,23.0
اسفنج,0.2608695652173913,اسفنج,0.7391304347826086,23.0
بشه!,0.30434782608695654,بشه!,0.6956521739130435,23.0
شوکه,0.30434782608695654,شوکه,0.6956521739130435,23.0
عملکرد,0.43478260869565216,عملکرد,0.5652173913043478,23.0
کشید،,0.30434782608695654,کشید،,0.6956521739130435,23.0
نظری,0.391304347826087,نظری,0.6086956521739131,23.0
قرص,0.43478260869565216,قرص,0.5652173913043478,23.0
میاد.,0.4782608695652174,میاد.,0.5217391304347826,23.0
ابکی,0.2608695652173913,ابکی,0.7391304347826086,23.0
بچه‌ها,0.6956521739130435,بچه‌ها,0.30434782608695654,23.0
روال,0.30434782608695654,روال,0.6956521739130435,23.0
نشده،,0.21739130434782608,نشده،,0.782608695652174,23.0
من،,0.30434782608695654,من،,0.6956521739130435,23.0
طرفش,0.13636363636363635,طرفش,0.8636363636363636,22.0
معطر,0.7272727272727273,معطر,0.2727272727272727,22.0
بهروش,0.9090909090909091,بهروش,0.09090909090909091,22.0
پیتزاشون,0.5909090909090909,پیتزاشون,0.4090909090909091,22.0
گرفتید,0.18181818181818182,گرفتید,0.8181818181818182,22.0
موزها,0.4090909090909091,موزها,0.5909090909090909,22.0
مقوای,0.4090909090909091,مقوای,0.5909090909090909,22.0
رو‌,0.36363636363636365,رو‌,0.6363636363636364,22.0
باریه,0.18181818181818182,باریه,0.8181818181818182,22.0
برتولی,0.3181818181818182,برتولی,0.6818181818181818,22.0
سوسیس‌ها,0.22727272727272727,سوسیس‌ها,0.7727272727272727,22.0
نمونده,0.3181818181818182,نمونده,0.6818181818181818,22.0
میزنید,0.4090909090909091,میزنید,0.5909090909090909,22.0
چینی,0.36363636363636365,چینی,0.6363636363636364,22.0
نمى,0.13636363636363635,نمى,0.8636363636363636,22.0
لاته,0.4090909090909091,لاته,0.5909090909090909,22.0
اوردید,0.22727272727272727,اوردید,0.7727272727272727,22.0
شکایت,0.09090909090909091,شکایت,0.9090909090909091,22.0
یکى,0.36363636363636365,یکى,0.6363636363636364,22.0
کارت,0.36363636363636365,کارت,0.6363636363636364,22.0
باریک,0.09090909090909091,باریک,0.9090909090909091,22.0
همینه,0.4090909090909091,همینه,0.5909090909090909,22.0
کاهوهای,0.13636363636363635,کاهوهای,0.8636363636363636,22.0
بروکلی,0.3181818181818182,بروکلی,0.6818181818181818,22.0
خانگی,0.8636363636363636,خانگی,0.13636363636363635,22.0
تشکر،,0.9545454545454546,تشکر،,0.045454545454545456,22.0
اسموکی,0.45454545454545453,اسموکی,0.5454545454545454,22.0
ابمیوه,0.4090909090909091,ابمیوه,0.5909090909090909,22.0
کالباسش,0.45454545454545453,کالباسش,0.5454545454545454,22.0
محصولاتتون,0.7272727272727273,محصولاتتون,0.2727272727272727,22.0
خامه‌ی,0.3181818181818182,خامه‌ی,0.6818181818181818,22.0
خامه‌ها,0.09090909090909091,خامه‌ها,0.9090909090909091,22.0
سون,0.36363636363636365,سون,0.6363636363636364,22.0
بیخود,0.045454545454545456,بیخود,0.9545454545454546,22.0
گردید.,0.5,گردید.,0.5,22.0
کاسه,0.36363636363636365,کاسه,0.6363636363636364,22.0
بشود,0.5,بشود,0.5,22.0
یذره,0.5909090909090909,یذره,0.4090909090909091,22.0
میفرستن.,0.3181818181818182,میفرستن.,0.6818181818181818,22.0
نمیخواستم,0.22727272727272727,نمیخواستم,0.7727272727272727,22.0
هزینه‌اش,0.36363636363636365,هزینه‌اش,0.6363636363636364,22.0
خرمایی,0.5454545454545454,خرمایی,0.45454545454545453,22.0
خوبشون,0.9090909090909091,خوبشون,0.09090909090909091,22.0
کوبیده‌اش,0.3181818181818182,کوبیده‌اش,0.6818181818181818,22.0
چرب،,0.09090909090909091,چرب،,0.9090909090909091,22.0
شدیدی,0.18181818181818182,شدیدی,0.8181818181818182,22.0
پنیر،,0.2727272727272727,پنیر،,0.7272727272727273,22.0
vali,0.7272727272727273,vali,0.2727272727272727,22.0
ببینم,0.2727272727272727,ببینم,0.7272727272727273,22.0
بود‌,0.5,بود‌,0.5,22.0
اینکارو,0.2727272727272727,اینکارو,0.7272727272727273,22.0
(البته,0.5454545454545454,(البته,0.45454545454545453,22.0
اینی,0.3181818181818182,اینی,0.6818181818181818,22.0
مساله,0.22727272727272727,مساله,0.7727272727272727,22.0
روبرو,0.22727272727272727,روبرو,0.7727272727272727,22.0
شد!!!,0.2727272727272727,شد!!!,0.7272727272727273,22.0
مشما,0.3181818181818182,مشما,0.6818181818181818,22.0
صف,0.5909090909090909,صف,0.4090909090909091,22.0
مهدی,0.6818181818181818,مهدی,0.3181818181818182,22.0
میکردند,0.5,میکردند,0.5,22.0
ناچار,0.18181818181818182,ناچار,0.8181818181818182,22.0
میمونه,0.45454545454545453,میمونه,0.5454545454545454,22.0
میفرسته,0.2727272727272727,میفرسته,0.7272727272727273,22.0
چکیده,0.4090909090909091,چکیده,0.5909090909090909,22.0
نبودن.,0.3181818181818182,نبودن.,0.6818181818181818,22.0
خ,0.5,خ,0.5,22.0
سفارشای,0.5,سفارشای,0.5,22.0
شکم,0.36363636363636365,شکم,0.6363636363636364,22.0
شرینی,0.4090909090909091,شرینی,0.5909090909090909,22.0
چنگی,0.18181818181818182,چنگی,0.8181818181818182,22.0
ساندویچ،,0.5454545454545454,ساندویچ،,0.45454545454545453,22.0
نبود!!,0.2727272727272727,نبود!!,0.7272727272727273,22.0
ضعیفی,0.4090909090909091,ضعیفی,0.5909090909090909,22.0
لیتر,0.13636363636363635,لیتر,0.8636363636363636,22.0
بله,0.8636363636363636,بله,0.13636363636363635,22.0
نیفتاده,0.2727272727272727,نیفتاده,0.7272727272727273,22.0
خودت,0.2727272727272727,خودت,0.7272727272727273,22.0
نمیرفت,0.045454545454545456,نمیرفت,0.9545454545454546,22.0
اپ,0.5909090909090909,اپ,0.4090909090909091,22.0
بدى,0.09090909090909091,بدى,0.9090909090909091,22.0
بریم,0.3181818181818182,بریم,0.6818181818181818,22.0
هیچکس,0.045454545454545456,هیچکس,0.9545454545454546,22.0
کرد!,0.36363636363636365,کرد!,0.6363636363636364,22.0
هیولا,0.6818181818181818,هیولا,0.3181818181818182,22.0
نریزید,0.5,نریزید,0.5,22.0
۲۵۰۰,0.22727272727272727,۲۵۰۰,0.7727272727272727,22.0
میتونستم,0.22727272727272727,میتونستم,0.7727272727272727,22.0
فلان,0.09090909090909091,فلان,0.9090909090909091,22.0
تعدادش,0.5454545454545454,تعدادش,0.45454545454545453,22.0
۲۲,0.22727272727272727,۲۲,0.7727272727272727,22.0
گذاشتن.,0.4090909090909091,گذاشتن.,0.5909090909090909,22.0
تفاوتی,0.22727272727272727,تفاوتی,0.7727272727272727,22.0
اصطلاح,0.3181818181818182,اصطلاح,0.6818181818181818,22.0
میتونن,0.4090909090909091,میتونن,0.5909090909090909,22.0
…و,0.5909090909090909,…و,0.4090909090909091,22.0
مخصوصش,0.7619047619047619,مخصوصش,0.23809523809523808,21.0
بریزه,0.3333333333333333,بریزه,0.6666666666666666,21.0
مثلثی,0.42857142857142855,مثلثی,0.5714285714285714,21.0
بدونم,0.38095238095238093,بدونم,0.6190476190476191,21.0
خوردن.,0.09523809523809523,خوردن.,0.9047619047619048,21.0
سفارشام,0.5238095238095238,سفارشام,0.47619047619047616,21.0
سفارشش,0.42857142857142855,سفارشش,0.5714285714285714,21.0
گرونی,0.38095238095238093,گرونی,0.6190476190476191,21.0
چنگالی,0.19047619047619047,چنگالی,0.8095238095238095,21.0
عادت,0.42857142857142855,عادت,0.5714285714285714,21.0
نذارید,0.38095238095238093,نذارید,0.6190476190476191,21.0
khoshmaze,0.9523809523809523,khoshmaze,0.047619047619047616,21.0
بسته‌ای,0.23809523809523808,بسته‌ای,0.7619047619047619,21.0
بد!,0.09523809523809523,بد!,0.9047619047619048,21.0
بیارین,0.38095238095238093,بیارین,0.6190476190476191,21.0
پاسداران,0.38095238095238093,پاسداران,0.6190476190476191,21.0
دورو,0.38095238095238093,دورو,0.6190476190476191,21.0
رخ,0.23809523809523808,رخ,0.7619047619047619,21.0
کند.,0.14285714285714285,کند.,0.8571428571428571,21.0
نرفته,0.38095238095238093,نرفته,0.6190476190476191,21.0
مادر,0.3333333333333333,مادر,0.6666666666666666,21.0
قیمتشون,0.42857142857142855,قیمتشون,0.5714285714285714,21.0
مابه,0.42857142857142855,مابه,0.5714285714285714,21.0
میریزن,0.42857142857142855,میریزن,0.5714285714285714,21.0
اغلب,0.42857142857142855,اغلب,0.5714285714285714,21.0
برد.,0.42857142857142855,برد.,0.5714285714285714,21.0
متوسطی,0.5238095238095238,متوسطی,0.47619047619047616,21.0
بعضا,0.38095238095238093,بعضا,0.6190476190476191,21.0
قشنگی,0.5714285714285714,قشنگی,0.42857142857142855,21.0
برج,0.23809523809523808,برج,0.7619047619047619,21.0
خون,0.19047619047619047,خون,0.8095238095238095,21.0
داریم.,0.3333333333333333,داریم.,0.6666666666666666,21.0
وی,0.47619047619047616,وی,0.5238095238095238,21.0
بفرستم,0.09523809523809523,بفرستم,0.9047619047619048,21.0
چیزهایی,0.42857142857142855,چیزهایی,0.5714285714285714,21.0
چیزای,0.3333333333333333,چیزای,0.6666666666666666,21.0
شفارش,0.23809523809523808,شفارش,0.7619047619047619,21.0
پایین‌ترین,0.047619047619047616,پایین‌ترین,0.9523809523809523,21.0
پایان,0.2857142857142857,پایان,0.7142857142857143,21.0
۹۰۰,0.09523809523809523,۹۰۰,0.9047619047619048,21.0
بگیری,0.2857142857142857,بگیری,0.7142857142857143,21.0
زمانش,0.6666666666666666,زمانش,0.3333333333333333,21.0
می‌گیرم,0.47619047619047616,می‌گیرم,0.5238095238095238,21.0
نشد!,0.047619047619047616,نشد!,0.9523809523809523,21.0
میگیریم,0.3333333333333333,میگیریم,0.6666666666666666,21.0
فندقی,0.23809523809523808,فندقی,0.7619047619047619,21.0
تقسیم,0.2857142857142857,تقسیم,0.7142857142857143,21.0
سوپرمارکتی,0.38095238095238093,سوپرمارکتی,0.6190476190476191,21.0
گوشت.,0.19047619047619047,گوشت.,0.8095238095238095,21.0
آبرومون,0.047619047619047616,آبرومون,0.9523809523809523,21.0
بهرحال,0.6666666666666666,بهرحال,0.3333333333333333,21.0
مبلغی,0.3333333333333333,مبلغی,0.6666666666666666,21.0
پپرونیش,0.6666666666666666,پپرونیش,0.3333333333333333,21.0
شدنش,0.23809523809523808,شدنش,0.7619047619047619,21.0
نشدن,0.38095238095238093,نشدن,0.6190476190476191,21.0
دنت,0.19047619047619047,دنت,0.8095238095238095,21.0
میخرم,0.5714285714285714,میخرم,0.42857142857142855,21.0
محصولاتی,0.47619047619047616,محصولاتی,0.5238095238095238,21.0
خط,0.42857142857142855,خط,0.5714285714285714,21.0
داشتی,0.09523809523809523,داشتی,0.9047619047619048,21.0
سبزیجاتش,0.5714285714285714,سبزیجاتش,0.42857142857142855,21.0
تماسی,0.3333333333333333,تماسی,0.6666666666666666,21.0
زحم,0.19047619047619047,زحم,0.8095238095238095,21.0
میکردم.,0.5238095238095238,میکردم.,0.47619047619047616,21.0
مهلت,0.2857142857142857,مهلت,0.7142857142857143,21.0
جویده,0.09523809523809523,جویده,0.9047619047619048,21.0
مه,0.14285714285714285,مه,0.8571428571428571,21.0
۶۰۰۰,0.2857142857142857,۶۰۰۰,0.7142857142857143,21.0
کردم!,0.09523809523809523,کردم!,0.9047619047619048,21.0
بیمارستان,0.23809523809523808,بیمارستان,0.7619047619047619,21.0
هستی,0.8571428571428571,هستی,0.14285714285714285,21.0
منه,0.42857142857142855,منه,0.5714285714285714,21.0
دیقه,0.42857142857142855,دیقه,0.5714285714285714,21.0
سنگینی,0.5714285714285714,سنگینی,0.42857142857142855,21.0
…در,0.23809523809523808,…در,0.7619047619047619,21.0
میکنه،,0.47619047619047616,میکنه،,0.5238095238095238,21.0
نازک‌تر,0.47619047619047616,نازک‌تر,0.5238095238095238,21.0
میکنی,0.3333333333333333,میکنی,0.6666666666666666,21.0
نیستید,0.14285714285714285,نیستید,0.8571428571428571,21.0
مقصر,0.19047619047619047,مقصر,0.8095238095238095,21.0
مینویسم,0.3333333333333333,مینویسم,0.6666666666666666,21.0
هیچکدام,0.047619047619047616,هیچکدام,0.9523809523809523,21.0
هوس,0.6666666666666666,هوس,0.3333333333333333,21.0
نداشت..,0.38095238095238093,نداشت..,0.6190476190476191,21.0
فریز,0.2857142857142857,فریز,0.7142857142857143,21.0
کلش,0.2857142857142857,کلش,0.7142857142857143,21.0
توى,0.2857142857142857,توى,0.7142857142857143,21.0
برنجشم,0.38095238095238093,برنجشم,0.6190476190476191,21.0
نعناع,0.23809523809523808,نعناع,0.7619047619047619,21.0
آلمانی,0.2857142857142857,آلمانی,0.7142857142857143,21.0
سرکه,0.47619047619047616,سرکه,0.5238095238095238,21.0
اقدام,0.38095238095238093,اقدام,0.6190476190476191,21.0
اسنب,0.5714285714285714,اسنب,0.42857142857142855,21.0
آغشته,0.19047619047619047,آغشته,0.8095238095238095,21.0
برچسب,0.2857142857142857,برچسب,0.7142857142857143,21.0
نکنن,0.42857142857142855,نکنن,0.5714285714285714,21.0
عالین,0.9523809523809523,عالین,0.047619047619047616,21.0
بویی,0.2857142857142857,بویی,0.7142857142857143,21.0
اسنپ.,0.5238095238095238,اسنپ.,0.47619047619047616,21.0
نمی‌داد.,0.1,نمی‌داد.,0.9,20.0
میچکید,0.1,میچکید,0.9,20.0
پاستیل,0.45,پاستیل,0.55,20.0
دوستانی,0.75,دوستانی,0.25,20.0
ارزون,0.15,ارزون,0.85,20.0
گذاری,0.5,گذاری,0.5,20.0
نونا,0.65,نونا,0.35,20.0
راهی,0.35,راهی,0.65,20.0
عسلی,0.3,عسلی,0.7,20.0
گاردینو,0.7,گاردینو,0.3,20.0
بیام,0.3,بیام,0.7,20.0
مچکرم,0.95,مچکرم,0.05,20.0
اصول,0.7,اصول,0.3,20.0
خاطره,0.65,خاطره,0.35,20.0
نیشکر,0.45,نیشکر,0.55,20.0
بلک,0.1,بلک,0.9,20.0
خوبن,0.75,خوبن,0.25,20.0
شان,0.5,شان,0.5,20.0
اطلاعات,0.2,اطلاعات,0.8,20.0
ذغال,0.1,ذغال,0.9,20.0
نان،,0.4,نان،,0.6,20.0
می‌رسه,0.55,می‌رسه,0.45,20.0
ساعتو,0.2,ساعتو,0.8,20.0
٤٠,0.2,٤٠,0.8,20.0
کنند،,0.35,کنند،,0.65,20.0
میشیم,0.65,میشیم,0.35,20.0
خوردیم.,0.15,خوردیم.,0.85,20.0
واقا,0.3,واقا,0.7,20.0
اعصاب,0.5,اعصاب,0.5,20.0
ازاین,0.3,ازاین,0.7,20.0
کرمدار,0.3,کرمدار,0.7,20.0
دستم،,0.5,دستم،,0.5,20.0
جفتش,0.55,جفتش,0.45,20.0
اسرع,0.75,اسرع,0.25,20.0
سرما,0.7,سرما,0.3,20.0
پارسی,0.45,پارسی,0.55,20.0
بقیه‌اش,0.35,بقیه‌اش,0.65,20.0
خورد،,0.1,خورد،,0.9,20.0
همانطور,0.55,همانطور,0.45,20.0
شاهد,0.55,شاهد,0.45,20.0
مصرفش,0.35,مصرفش,0.65,20.0
خرده,0.7,خرده,0.3,20.0
نمی‌دم,0.1,نمی‌دم,0.9,20.0
گوشت‌ها,0.35,گوشت‌ها,0.65,20.0
نکردید,0.1,نکردید,0.9,20.0
زغال,0.2,زغال,0.8,20.0
پیشنهادم,0.5,پیشنهادم,0.5,20.0
و.,0.35,و.,0.65,20.0
قبلیم,0.35,قبلیم,0.65,20.0
was,0.5,was,0.5,20.0
کوکو,0.1,کوکو,0.9,20.0
زدند,0.35,زدند,0.65,20.0
فندق,0.45,فندق,0.55,20.0
می‌تونه,0.45,می‌تونه,0.55,20.0
متعجب,0.3,متعجب,0.7,20.0
فایده,0.2,فایده,0.8,20.0
زمانبندی,0.7,زمانبندی,0.3,20.0
دیگه،,0.35,دیگه،,0.65,20.0
می‌کنند.,0.4,می‌کنند.,0.6,20.0
روزانه,0.4,روزانه,0.6,20.0
to,0.6,to,0.4,20.0
پله,0.35,پله,0.65,20.0
پلاس,0.25,پلاس,0.75,20.0
خوبتون.,0.85,خوبتون.,0.15,20.0
آلومینیومی,0.55,آلومینیومی,0.45,20.0
بزارم,0.15,بزارم,0.85,20.0
اشترودل,0.65,اشترودل,0.35,20.0
کالزون,0.35,کالزون,0.65,20.0
کامل.,0.7,کامل.,0.3,20.0
میدهند,0.45,میدهند,0.55,20.0
نحوی,0.25,نحوی,0.75,20.0
۷۰۰۰,0.45,۷۰۰۰,0.55,20.0
ببینید,0.15,ببینید,0.85,20.0
ادمو,0.45,ادمو,0.55,20.0
ابدار,0.45,ابدار,0.55,20.0
میبینم,0.25,میبینم,0.75,20.0
شباهت,0.25,شباهت,0.75,20.0
بود!!!!!,0.2,بود!!!!!,0.8,20.0
۸۰۰۰,0.4,۸۰۰۰,0.6,20.0
لقمه‌ای,0.25,لقمه‌ای,0.75,20.0
کوچکی,0.35,کوچکی,0.65,20.0
فعال,0.4,فعال,0.6,20.0
میدادم،,0.45,میدادم،,0.55,20.0
نوعی,0.2,نوعی,0.8,20.0
گرسنگی,0.1,گرسنگی,0.9,20.0
تزئین,0.45,تزئین,0.55,20.0
رستورانم,0.45,رستورانم,0.55,20.0
بودش.,0.4,بودش.,0.6,20.0
توو,0.2,توو,0.8,20.0
آسمون,0.1,آسمون,0.9,20.0
خونده,0.2,خونده,0.8,20.0
نفرستادین,0.2,نفرستادین,0.8,20.0
بسته‌ی,0.45,بسته‌ی,0.55,20.0
شیرینیا,0.4,شیرینیا,0.6,20.0
محسوسی,0.25,محسوسی,0.75,20.0
وقتا,0.7,وقتا,0.3,20.0
ماهیچه,0.2,ماهیچه,0.8,20.0
جایگزینی,0.35,جایگزینی,0.65,20.0
نقاط,0.5,نقاط,0.5,20.0
مرسى,0.8,مرسى,0.2,20.0
سفیر,0.5,سفیر,0.5,20.0
کنافه,0.4,کنافه,0.6,20.0
تکمیل,0.7,تکمیل,0.3,20.0
زنجبیل,0.4,زنجبیل,0.6,20.0
کمک,0.5,کمک,0.5,20.0
ضعیف.,0.10526315789473684,ضعیف.,0.8947368421052632,19.0
۱.,0.42105263157894735,۱.,0.5789473684210527,19.0
نمیشود,0.21052631578947367,نمیشود,0.7894736842105263,19.0
نمیکرد,0.21052631578947367,نمیکرد,0.7894736842105263,19.0
نستله,0.15789473684210525,نستله,0.8421052631578947,19.0
نگران,0.7894736842105263,نگران,0.21052631578947367,19.0
گرفتیم.,0.21052631578947367,گرفتیم.,0.7894736842105263,19.0
وحشتناکی,0.10526315789473684,وحشتناکی,0.8947368421052632,19.0
نازکی,0.3157894736842105,نازکی,0.6842105263157895,19.0
۱/۵,0.2631578947368421,۱/۵,0.7368421052631579,19.0
ثانیه,0.5263157894736842,ثانیه,0.47368421052631576,19.0
بزاره,0.3684210526315789,بزاره,0.631578947368421,19.0
رسید!!!,0.3684210526315789,رسید!!!,0.631578947368421,19.0
بخدا,0.15789473684210525,بخدا,0.8421052631578947,19.0
ایرادش,0.9473684210526315,ایرادش,0.05263157894736842,19.0
موقعی,0.3157894736842105,موقعی,0.6842105263157895,19.0
بلو,0.42105263157894735,بلو,0.5789473684210527,19.0
بیسکوئیت,0.3157894736842105,بیسکوئیت,0.6842105263157895,19.0
وغذا,0.42105263157894735,وغذا,0.5789473684210527,19.0
کرمی,0.7368421052631579,کرمی,0.2631578947368421,19.0
مهمانم,0.15789473684210525,مهمانم,0.8421052631578947,19.0
ارزشی,0.21052631578947367,ارزشی,0.7894736842105263,19.0
کردین.,0.631578947368421,کردین.,0.3684210526315789,19.0
طعمشون,0.7894736842105263,طعمشون,0.21052631578947367,19.0
رسیدنش,0.7368421052631579,رسیدنش,0.2631578947368421,19.0
منکه,0.47368421052631576,منکه,0.5263157894736842,19.0
شامی,0.5263157894736842,شامی,0.47368421052631576,19.0
۳۵۰۰,0.3684210526315789,۳۵۰۰,0.631578947368421,19.0
شانس,0.42105263157894735,شانس,0.5789473684210527,19.0
ایتالیا,0.3684210526315789,ایتالیا,0.631578947368421,19.0
شنیسل,0.3157894736842105,شنیسل,0.6842105263157895,19.0
لب,0.3157894736842105,لب,0.6842105263157895,19.0
دهید.,0.5789473684210527,دهید.,0.42105263157894735,19.0
روژان,0.6842105263157895,روژان,0.3157894736842105,19.0
زیادیه,0.42105263157894735,زیادیه,0.5789473684210527,19.0
ازون,0.21052631578947367,ازون,0.7894736842105263,19.0
ندارم.,0.47368421052631576,ندارم.,0.5263157894736842,19.0
زندگی,0.5789473684210527,زندگی,0.42105263157894735,19.0
shode,0.3684210526315789,shode,0.631578947368421,19.0
خیلییییییی,0.47368421052631576,خیلییییییی,0.5263157894736842,19.0
العادس,0.9473684210526315,العادس,0.05263157894736842,19.0
وبسیار,0.42105263157894735,وبسیار,0.5789473684210527,19.0
(در,0.3157894736842105,(در,0.6842105263157895,19.0
داشتین,0.42105263157894735,داشتین,0.5789473684210527,19.0
پچ,0.3157894736842105,پچ,0.6842105263157895,19.0
فانتزی,0.3684210526315789,فانتزی,0.631578947368421,19.0
التفاوت,0.3684210526315789,التفاوت,0.631578947368421,19.0
خامه‌های,0.3684210526315789,خامه‌های,0.631578947368421,19.0
تقاضا,0.3157894736842105,تقاضا,0.6842105263157895,19.0
تکه‌ای,0.15789473684210525,تکه‌ای,0.8421052631578947,19.0
نمی‌شود,0.21052631578947367,نمی‌شود,0.7894736842105263,19.0
هروقت,0.42105263157894735,هروقت,0.5789473684210527,19.0
واین,0.2631578947368421,واین,0.7368421052631579,19.0
گوجه‌های,0.3684210526315789,گوجه‌های,0.631578947368421,19.0
ظرف‌های,0.631578947368421,ظرف‌های,0.3684210526315789,19.0
برسه!,0.3157894736842105,برسه!,0.6842105263157895,19.0
ابلیمو,0.3684210526315789,ابلیمو,0.631578947368421,19.0
تاخیر.,0.15789473684210525,تاخیر.,0.8421052631578947,19.0
شهرک,0.5263157894736842,شهرک,0.47368421052631576,19.0
آزار,0.21052631578947367,آزار,0.7894736842105263,19.0
ضعیف‌تر,0.3157894736842105,ضعیف‌تر,0.6842105263157895,19.0
باوجود,0.5789473684210527,باوجود,0.42105263157894735,19.0
میگفتن,0.21052631578947367,میگفتن,0.7894736842105263,19.0
۱۷,0.15789473684210525,۱۷,0.8421052631578947,19.0
درباره,0.631578947368421,درباره,0.3684210526315789,19.0
ناراحتم,0.15789473684210525,ناراحتم,0.8421052631578947,19.0
فاصله‌ای,0.3157894736842105,فاصله‌ای,0.6842105263157895,19.0
و..,0.631578947368421,و..,0.3684210526315789,19.0
اصلأ,0.10526315789473684,اصلأ,0.8947368421052632,19.0
۳۳,0.05263157894736842,۳۳,0.9473684210526315,19.0
بااین,0.3684210526315789,بااین,0.631578947368421,19.0
بزنم,0.05263157894736842,بزنم,0.9473684210526315,19.0
کوچیک‌تر,0.5263157894736842,کوچیک‌تر,0.47368421052631576,19.0
کاردی,0.631578947368421,کاردی,0.3684210526315789,19.0
زیبایی,0.7368421052631579,زیبایی,0.2631578947368421,19.0
قابلیت,0.42105263157894735,قابلیت,0.5789473684210527,19.0
مارو,0.47368421052631576,مارو,0.5263157894736842,19.0
شده!!!,0.15789473684210525,شده!!!,0.8421052631578947,19.0
مشتریه,0.2631578947368421,مشتریه,0.7368421052631579,19.0
آمد.,0.5789473684210527,آمد.,0.42105263157894735,19.0
بود،،,0.6842105263157895,بود،،,0.3157894736842105,19.0
بتونیم,0.7894736842105263,بتونیم,0.21052631578947367,19.0
تر,0.6842105263157895,تر,0.3157894736842105,19.0
نتونست,0.21052631578947367,نتونست,0.7894736842105263,19.0
چندانی,0.42105263157894735,چندانی,0.5789473684210527,19.0
یخی,0.15789473684210525,یخی,0.8421052631578947,19.0
عصر,0.42105263157894735,عصر,0.5789473684210527,19.0
تحویلم,0.3684210526315789,تحویلم,0.631578947368421,19.0
بدونه,0.2631578947368421,بدونه,0.7368421052631579,19.0
اومده،,0.05263157894736842,اومده،,0.9473684210526315,19.0
گره,0.15789473684210525,گره,0.8421052631578947,19.0
هایپر,0.8421052631578947,هایپر,0.15789473684210525,19.0
نمیدن,0.21052631578947367,نمیدن,0.7894736842105263,19.0
هل,0.2631578947368421,هل,0.7368421052631579,19.0
پ-ن-ده,0.3157894736842105,پ-ن-ده,0.6842105263157895,19.0
داشت!!!,0.21052631578947367,داشت!!!,0.7894736842105263,19.0
مطبوع,0.6842105263157895,مطبوع,0.3157894736842105,19.0
جزئیات,0.7894736842105263,جزئیات,0.21052631578947367,19.0
ازت,0.8421052631578947,ازت,0.15789473684210525,19.0
بیاید,0.3157894736842105,بیاید,0.6842105263157895,19.0
نبوده.,0.15789473684210525,نبوده.,0.8421052631578947,19.0
میشید,0.42105263157894735,میشید,0.5789473684210527,19.0
جنس‌ها,0.47368421052631576,جنس‌ها,0.5263157894736842,19.0
متاسفانه،,0.15789473684210525,متاسفانه،,0.8421052631578947,19.0
میخوردیم,0.15789473684210525,میخوردیم,0.8421052631578947,19.0
قندی,0.42105263157894735,قندی,0.5789473684210527,19.0
کارو,0.3157894736842105,کارو,0.6842105263157895,19.0
برشی,0.47368421052631576,برشی,0.5263157894736842,19.0
نحوه‌ی,0.42105263157894735,نحوه‌ی,0.5789473684210527,19.0
ریختم.,0.15789473684210525,ریختم.,0.8421052631578947,19.0
شوید,0.21052631578947367,شوید,0.7894736842105263,19.0
نیومد.,0.47368421052631576,نیومد.,0.5263157894736842,19.0
نصبت,0.3684210526315789,نصبت,0.631578947368421,19.0
اخذ,0.2777777777777778,اخذ,0.7222222222222222,18.0
شد..,0.5555555555555556,شد..,0.4444444444444444,18.0
الکل,0.2222222222222222,الکل,0.7777777777777778,18.0
ریال,0.2222222222222222,ریال,0.7777777777777778,18.0
حلقه‌ای,0.6111111111111112,حلقه‌ای,0.3888888888888889,18.0
آور,0.2777777777777778,آور,0.7222222222222222,18.0
خیلی‌ها,0.3333333333333333,خیلی‌ها,0.6666666666666666,18.0
کراسان,0.5,کراسان,0.5,18.0
