word,label
هممون,3
دوسه,3
میذاشتین.,3
شیبابا,3
متعجبم,3
نمی‌شم,3
کرپ,3
داریم!,3
داری،,3
جارو,3
کریپسی,3
داداش,3
شگفت,3
همه،,3
پارگی,3
متشکل,3
با‌,3
دوسیخ,3
دوش,3
سرررررد,3
اصلا..,3
نمی‌صرفه,3
ارتقا,3
میدهیم,3
ثبات,3
متشکر,3
بودنشه,3
متریالش,3
وجدانا,3
نامیا,3
ثابتش,3
شعاع,3
مزه‌تر,3
کندو,3
نایلن,3
عکس‌های,3
وضعیه؟,3
نمیزدن,3
وهیچ,3
دایره,3
نتوستم,3
سیگار‌ها,3
وهمیشه,3
میذارم,3
خستگی,3
خسیس,3
نمیزدم,3
امتحانی,3
خوردش،,3
nadasht,3
واااااقعا,3
خوردمش,3
وواقعا,3
۲۲۰,3
گداشته,3
فرستاده،,3
اوردی,3
خریدمون,3
وضعی.,3
نمیشد!,3
استخوان‌های,3
خریدهام,3
گاناش,3
سوپ.,3
nabod,3
گناه,3
گاها,3
اورد،,3
گاه,3
نمیزارین,3
فرستادند!,3
محتوایات,3
امتیازش,3
امثال,3
امد،,3
نبودن!,3
انگار،,3
انگار!,3
واقعا؟!,3
خطای,3
خطر,3
درست.,3
فرستادن!!!!!,3
خفه,3
خورد..,3
انچنانی,3
ونان,3
منهدم,3
خشک‌ترین,3
درسته؟؟؟,3
دایمی,3
امتیازم,3
واقعا؟؟؟؟,3
فرستادن؟,3
خشکبار,3
سوپرهای,3
فرستادن:,3
نمیزاره,3
انگلیسی,3
مشتریهاتون,3
سوپری‌ها,3
مرغش.,3
مذکور,3
…نسبت,3
۴تیکه,3
انگشت،,3
داگهای,3
وپس,3
مدل‌های,3
ندادین,3
سوز,3
غذاخوب,3
اونارو,3
عکس،,3
مدته,3
مشخصی,3
داون,3
درومده,3
سوسک,3
سوسی,3
فانتای,3
استانداردی,3
گلی,3
فرستادید؟,3
fries,3
الومینیومی,3
خرابی,3
مداوم,3
مدار,3
مشغول,3
۴٫۷,3
فرستادین!!!!,3
سوختگیش,3
هیچکی,3
وکیک,3
وصل,3
اوند,3
استار,3
اونقد,3
گذاشتن!,3
عکس.,3
کوچولوی,3
گذاشتمش,3
اومد!,3
عکستون,3
فرستادید!!,3
مدلهایی,3
نفرستید،,3
استخدام,3
سولیکو,3
i,3
مشتری‌هاش,3
وپیاز,3
خریدارى,3
مدلای,3
گمانم,3
استخوان،,3
ندادیم,3
مدلیه,3
فرستاده‌اند,3
۳),3
نبوددد,3
فرستادی,3
اولیه‌ی,3
وضعشه؟,3
داگ.,3
مدعی,3
داگ،,3
خوردی,3
۲۲:۳۰,3
وچرب,3
کوچیکترین,3
اولویت,3
خرمالوها,3
خرمالو‌ها,3
درنهایت,3
نفرستید.,3
استثناء,3
داگشم,3
گ,3
فرستادم.,3
o,3
نمیرسه.,3
خودمم,3
انجا,3
کیقیت,3
کیکهای,3
مرغ),3
میرسونن,3
نفس,3
میکرد!,3
خودم.,3
سیزده,3
غذا!!!,3
استیک!,3
نفع,3
اموزش,3
مهندسی,3
سیستمتون,3
منوشون,3
سیبی,3
مرد,3
شنا,3
فرانکفورتر,3
مرحله‌ای,3
مرخ,3
خودمونو,3
فبل,3
سیستمشون,3
کیفیت‌های,3
دربیاره,3
خوام,3
خوان,3
انجیری,3
کیفیت‌ها,3
خواهرم,3
استیکشم,3
منوها,3
مشتریانش,3
خوبیش,3
مرزداران,3
نمیدونیم,3
کیم,3
واضحا,3
خوبید,3
نمیدی,3
have,3
شمردم,3
میخواد.,3
استیکتون,3
سیراب,3
انارم,3
اناناسی,3
مرسوم,3
فتوچینی,3
نمیذارن,3
مرع,3
وقتها,3
انتظار،,3
نبودید,3
خوبتون.,3
nazashte,3
امیدورام,3
کیلوگرم،,3
واسه‌ی,3
خوبه!,3
نمیذاره,3
میتونی,3
وقتم,3
منگنه,3
خوبن.,3
واقعآ,3
سیسلی,3
کیفیتی،,3
مراعات,3
گوجش,3
دردم,3
کیفیت!!!,3
فایل,3
سپارش,3
خمیر!,3
امروزه,3
خوراک،,3
سپاسگزارم.,3
کیفیتتونو,3
مرتبط,3
فرداست,3
سیلور,3
کیفیتر,3
استفاده،,3
non,3
فردوس,3
گنجشک,3
وظیفه‌ی,3
ومواد,3
عینه,3
انقضایش,3
فرستاد!!,3
مراقب,3
غذابا,3
مراقبت,3
gozashte,3
کە,3
دردمون,3
خلوت,3
امروز،,3
غالبا,3
گوجه‌فرنگی,3
خوراکی‌ها,3
انشاالله,3
انسپ,3
سکته,3
نبودو,3
درحال,3
درج‌شده,3
امریکانو,3
خودی,3
کیفیته.,3
ولی،,3
سیاه.,3
واز,3
اندازه‌های,3
کیفیتون,3
درجعبه,3
سیصد,3
غداتون,3
خواستار,3
سیامک,3
nist,3
"واقعا""""",3
نمیرفت.,3
درخصوص,3
انسان,3
ندارند!,3
کیفیتش،,3
کیفیتشان,3
درحد,3
میرسونه.,3
دختر,3
سیف,3
ولی‌,3
فراید,3
مرتکب,3
خندان,3
سیاست,3
وگوجه,3
میتوانستند,3
الوئه,3
هم‌چنین,3
فریزر،,3
کنه!!!!!,3
حسنی,3
اینک,3
افتضاحح,3
محصولاتشون,3
على,3
نمیکنه،,3
سمبوسه‌ها,3
افتضاحححح,3
محصولتون,3
میگذارید,3
افتضاحححححححح,3
حضوری،,3
فریب,3
١١,3
موتورم,3
۲نفره,3
شونیز,3
۳تومن,3
فست‌فود,3
داشتیم،,3
این‌همه,3
شوه,3
اسموتی,3
میخرم.,3
حساس,3
کنندگان,3
نفرستادن!,3
دقیق‌تر,3
(تو,3
داغ.,3
وری,3
سمنو,3
غذاش.,3
گیاه,3
حلیمش,3
خوش‌طعم,3
١-,3
عمدا,3
غذاسرد,3
dige,3
٠٠٠,3
فروشگاه‌های,3
دقه,3
حمص,3
محل،,3
done,3
سنگک،,3
افروز,3
و‌کیفیت,3
اسمان,3
سنگ،,3
حقوق,3
سنجابک,3
کنید!!!,3
فاجعه.,3
میهمانم,3
dg,3
موتورش,3
اسمشون,3
اسمس,3
دقیقأ,3
سنجی,3
میگذارن,3
افتضاخ,3
افتضاع,3
کنید..,3
نحویل,3
…غذا,3
dastam,3
فروشگاه.,3
شوور,3
(جوجه),3
خیارشوری,3
jam,3
دلپیچه,3
شلغم,3
شد؟؟؟,3
داشته‌ام,3
خیارشور.,3
مینیاتوری,3
گردی,3
علاالدین,3
٢روز,3
والتیوس,3
ازشما,3
حد.,3
حجمه,3
فعالیت,3
بادشون,3
نمیگیرم،,3
نمیخواست,3
میفرستن،,3
بادمجان‌ها,3
نداشتم..,3
نمیگیرن,3
عفونی,3
داشتند،,3
خیارشور‌ها,3
سفلرش,3
کنجد.,3
کنجد،,3
داشتنی,3
میگرفت.,3
dafe,3
٢بار,3
dar,3
نایلکسی,3
١٧٠,3
ای‌های,3
ای‌تر,3
منزل،,3
١٩,3
ای‌,3
میذارین؟,3
فسقلی,3
سلامتیتون,3
سلف,3
حراست,3
حرص,3
شووور,3
میدید،,3
نباشن,3
۲سیخ,3
میریختم,3
"سلام,",3
حدسم,3
کنسلی,3
گیسو,3
حداقل‌ها,3
کنم!!!,3
سلام؛,3
کنم:,3
علارقم,3
علاقم,3
دلسرد,3
میگردد،,3
نمیگرفتم,3
افتضاح!!,3
والبته,3
دلستری,3
محله,3
خوشگل,3
غذاخیلی,3
نمیداد!,3
الدین,3
نداست,3
دستشان,3
گلوله,3
خام‌,3
ویژه،,3
ندارین،,3
شور!,3
اکسترا,3
اکر,3
گذاشتی,3
نمیدادم،,3
دستان,3
گذاشته‌ام,3
خانواده‌ام,3
ویژگی‌های,3
نمیومد،,3
اکی,3
۳۷۰۰۰,3
میکنید!!!,3
مطمین,3
دستم..,3
گوشزد,3
نداش,3
فرمایید.,3
کوبیده،,3
میخواستین,3
فاصله،,3
مواظب,3
مخصوصتون,3
میخاد,3
خامه!,3
گذاشتین؟,3
دست.,3
fast,3
گوشتى,3
نداده،,3
۴۰دقیقه,3
ویترین,3
هیچى,3
گلپر,3
خداحافظ,3
خداحافظی,3
نبود،،,3
سوختن,3
کوپنی,3
خدانگهدار,3
نمیفرستادین,3
فرستادین،,3
درکه,3
نمیصرفه,3
مشتری!,3
واقعاکه,3
هیلی,3
خاکشیر,3
خانگی,3
شاهکاره,3
۲۰۰۰۰,3
فرشته,3
عهده‌ی,3
اسلایسش,3
خاکی,3
فالوده‌ای,3
مخلفات!,3
کوروش,3
شوده,3
اپسیلون,3
مرگ,3
اپرا,3
خوششون,3
سوای,3
فروشگاه!!,3
دستمال،,3
دعوت,3
خوشمزه‌تری,3
فروردین,3
نمیکنم!,3
دشت,3
(بیشتر,3
مشهوده,3
(بیش,3
نداشت!!!!!!,3
دسری,3
۳،,3
فروت,3
که:,3
نداشت!!!!,3
۳:۳۰,3
مزرعه,3
نمیخوره،,3
میکنیم،,3
۴۳,3
شبیهه,3
گوچه,3
حواستونو,3
حواسش,3
سنگک‌ها,3
اینجام,3
نبرده,3
حول,3
دفعه‌ای,3
غذاست.,3
نمیکنم..,3
میدیدم,3
حوردن,3
میکنین؟,3
ایم,3
داغی,3
هوفنبرگ,3
مختلفی,3
خاطرات,3
نبود!!!!!,3
مواقعی,3
هویجی,3
ایرادات,3
فرنگى,3
خالا,3
ال,3
خالى,3
دستمون.,3
و‌بی,3
خالی.,3
فاصلمون,3
کو,3
از‌,3
و‌خشک,3
کهنه!,3
ایرانی‌ها,3
مزخزف,3
میوفته.,3
نمیخونن,3
۲۰:۳۰,3
نمیخونه,3
سوء,3
ایرانیه,3
خاصیم,3
سوئیت,3
سوئیسی,3
نمیکردی,3
مخبری,3
rikhte,3
(:,3
توش،,3
میدادی,3
دارد؟,3
چهارراه,3
معروفی,3
آماده‌ی,3
صادر,3
نوک,3
زیپو,3
پلاسیده.,3
یکدونه,3
تخفیف،,3
صادق,3
ناراضی،,3
آزاردهنده,3
۹۵۰۰,3
تخصص,3
تخریب,3
کاسه‌ای,3
شیک‌ها,3
نپ-ن-یدم.,3
زبانش,3
زیست,3
رقمش,3
ناراضی.,3
پلاکچه,3
بندازید,3
نشدم.,3
قربونش,3
بناگوش,3
برگردونن.,3
برگردونه,3
رقابتی,3
ماسیده،,3
آرژانتینی,3
راهرو,3
تخمه‌ی,3
برگراتون,3
معرض,3
نیوفته,3
تربچه,3
بروله,3
بندیشم,3
بگی,3
برون,3
بندی!,3
بنده،,3
بروچن,3
نشدند.,3
معمولی‌تر,3
پلاستیک،,3
نشدن،,3
بندری‌ها,3
یکدفعه,3
۸۰٪,3
طعم!,3
صابونی,3
ران‌ها,3
چهارتاش,3
بگیرد.,3
پیج,3
کاغذى,3
زاید,3
تخویل,3
معروفه,3
رم,3
راه،,3
بگیرید!,3
ظاهرشون,3
ماسیده.,3
چوبش,3
کارى,3
تجربه‌ام,3
رفته!!!,3
ربع،,3
زخمی,3
مچ,3
قرمه‌سبزی,3
برگ‌های,3
مقصد،,3
آلوچه,3
پن,3
تجربش,3
پنبر,3
ماست،,3
نگیرن,3
بیاتی,3
بریدن,3
پنبه‌ای,3
آلومینیوم,3
رجوع,3
می‌دم،,3
پیتزاهارو,3
۱۱۰,3
بله,3
بریزند.,3
مارین,3
نشد!!,3
موقع‌ها,3
بیاد،,3
تجربیات,3
بما,3
برگردونید.,3
برگش,3
معروفیت,3
زیرو،,3
پیتزایى,3
ظاهرشو,3
ماسکارپ-ن-,3
برگرشون,3
بگیرید،,3
یکربع,3
ماسوله,3
پله‌ها,3
تحمل‌تر,3
برگرهاتون,3
نیویورکی,3
معمولیه!,3
نشدم!,3
بمیرم,3
زبونم,3
چهارمش,3
طعمدار,3
پلو،,3
برگرهایی,3
ضخیم،,3
ماست‌ها,3
میدادیم.,3
بمبی,3
نرسیده،,3
تحریم,3
بماند.,3
….!,3
هرکدام,3
برود,3
ضعیفتر,3
برق,3
ریختی,3
اجزا,3
ساعتهای,3
بکنی,3
آمریکانو,3
نون!,3
بکنید.,3
هزارم,3
۱۲۵۰۰,3
می‌خواین,3
قیمتش.,3
ظرفهای,3
میارن.,3
اجرا,3
برلی,3
ترجیحا,3
می‌کنین,3
نون؟,3
پسته‌ها,3
قدرت,3
ساعت),3
لقمه.,3
پیش.,3
آوری,3
معنایی,3
ساعت!!!!,3
می‌خوردی,3
ضعیف!,3
۱۲۵,3
ترکی‌ها,3
برسید,3
تستش,3
ذوقمون,3
نولند,3
قبلی‌ها,3
برسد!,3
…از,3
چندباره,3
چندتاش,3
بکشید,3
برسه!!,3
میزبان,3
میسوخت,3
رو!!!!,3
"برسه,",3
برسه..,3
شیلانه,3
ساعت‌ها,3
بکند,3
بکنم,3
پزی,3
رو!,3
معنوی,3
برسه؟,3
نوعش,3
تسویه,3
بکنن.,3
آدرسی,3
@,3
نیامد,3
می‌خواهید,3
چندساعت,3
چندسال,3
اجبارا,3
میزد،,3
شیمیایی,3
ترشیده,3
ساده،,3
پشیمانم,3
ظرف!,3
آرتین,3
طریقه,3
بنویسه,3
نزه,3
پیراشکیها,3
ساده.,3
نونهای,3
میارن!,3
ترش.,3
ریشه,3
آردی,3
بگم؟,3
آرزوی,3
آویزون,3
ساختمان،,3
برنگشته,3
ظخم,3
نارلضی,3
نونیه,3
شیکی,3
ضرورتی,3
برو,3
آپ,3
می‌داد!,3
ران،,3
بندیه,3
کالباس.,3
چنگال.,3
قیمتاش,3
ترشیدگی,3
شین,3
پسرخوب,3
بهای,3
لقمه‌ی,3
قیمتارو,3
کالباس‌های,3
بگذارید،,3
ریزش,3
بگذره,3
بگذریم,3
Vaghan,3
برنجو,3
نرسه.,3
۱۲۰۰۰,3
بگردم,3
می‌گذارند,3
تره.,3
نونشو,3
نونشون,3
می‌خوره,3
پشتش,3
ترم,3
می‌خوره.,3
کالباساش,3
راس,3
میشده,3
۱۲۰۰,3
نریختن,3
پشتیبانی،,3
پنجمین,3
رفتند,3
زدم.,3
بسیاار,3
پوش,3
بیسکوییت‌ها,3
مابه‌التفاوت,3
بسیاااااااااار,3
آلفردویی,3
رستورانش,3
بسیااااااار,3
یکم،,3
رستورانم.,3
آلفردوی,3
پوشک,3
می‌رفت.,3
بغلش,3
لیتر),3
زشته.,3
نریزید.,3
بسیاربسیار,3
نکشیده،,3
تابستان,3
زندگیمو,3
قطعاتی,3
بسیارررر,3
هایه,3
لیترى,3
بیشتر،,3
بیشتراز,3
رسیدو,3
قنادی‌های,3
نرمی,3
تا،,3
مقدارشم,3
هایپر,3
می‌گیرن.,3
نمودند.,3
بفرستید؟,3
بیرونی,3
Man,3
پیتزا),3
ژیگو,3
پودرش,3
بیسار,3
بسته.,3
مگنوم,3
میشن.,3
بفرسته.,3
تاخیرم,3
مادلین,3
تاخیرش,3
زرنگ,3
پوز,3
زره,3
بسختی,3
صدقه,3
أز,3
پیتذا,3
M,3
‌پیتزا,3
زهرمار,3
نکردید.,3
ابروریزی,3
می‌رسید.,3
رسید‌,3
بیسکوپیچ,3
بیشترشم,3
بسیارپایین,3
بسیارکم,3
بعده,3
زمینیو,3
زمینیهای,3
رسمی,3
قنادى,3
لیستم,3
قناد,3
بشه),3
می‌زنه,3
رسوندن.,3
طلقی,3
نسوزه,3
صفره,3
رسونده,3
رسیدش,3
بعدازظهر,3
بیکن‌ها,3
بشه؟؟,3
صفر،,3
بیکنش,3
بعبارتی,3
بیک,3
چینم,3
نکنین.,3
بیمزه.,3
بشید,3
بیمزه،,3
رسید:,3
می‌زنم,3
نکنیم،,3
پپرونی.,3
هایتان,3
بیشترشون,3
(یک,3
پیاز‌ها,3
چیزو,3
نسله,3
(یا,3
(۳۰۰,3
رسیده!,3
پولشون,3
موندست,3
پیازو,3
قطعه‌ای,3
قطعه‌های,3
هایش,3
پولمونو,3
صلاحدید,3
بسیار‌کم,3
زنجبیلی,3
چیزکیکی,3
لیکن,3
بعدهم,3
پولى,3
بیش‌تری,3
بی‌کیفیت،,3
قطور,3
می‌ریزن,3
آلای,3
۱۰هزار,3
بی‌مزه،,3
رسیدند,3
می‌گیره,3
رستوران!,3
لپه.,3
پوتین,3
قسمتاش,3
کارخانه,3
بیاری,3
می‌شه،,3
نچشیده,3
تاچ,3
می‌دهند.,3
می‌گشتی,3
بلاخره,3
بزرگسال,3
رفتاره,3
بیاریم,3
مکالمه,3
بزرگش,3
بقیه‌ش,3
بقیشم,3
پنیرتون,3
قسمتش,3
آیتمی,3
قسمتهاش,3
پیتزاش.,3
بزن,3
آلوده,3
بیاورند,3
ردیف‌های,3
کاربردی,3
کاربردش,3
),3
آشپزتون,3
چکید,3
تاکو,3
زیاده،,3
قسمتیش,3
ابنکه,3
کارشونو,3
نرفت,3
ردش,3
بلغور,3
آشنایی,3
پنهان,3
بیارن!,3
تایپی,3
قولی,3
می‌دهد.,3
رده,3
کاررفته,3
هرجوری,3
نگیر,3
بیارند,3
بزارن.,3
مقدور,3
قوطی‌های,3
مولپد,3
بزارند,3
بلایی,3
ردپای,3
بیاره،,3
زیادى,3
نرفتن,3
هاتداگش,3
بزاری,3
صحت,3
بزاریم,3
پنیرشون,3
رف,3
موندرو,3
رضایتم,3
بست,3
رسانده,3
قهوه‌ها,3
یک‌ساعت,3
طولانى,3
مارمالاد,3
هاد,3
زرشک،,3
هاداگ,3
۱۱:۲۰,3
۷هزار,3
مارسید,3
صداش,3
بیر,3
تاریخی,3
هتل,3
رستوارن,3
قصر,3
ناتلى,3
زورکی,3
کااااملا,3
صدر,3
رستوان,3
(۵۰۰,3
آیدا,3
بیرون..,3
زورشون,3
پوتیتو,3
چیدمانش,3
بیخیال,3
طعم‌ترین,3
بفهمیم,3
نگفته,3
کارایی,3
نکرد!,3
صحیحی,3
بزنه.,3
طولانیه,3
تاسفه.,3
‌با,3
رز,3
می‌دی,3
پنیرو,3
(کباب,3
لوله‌ای,3
زرده‌ی,3
هدفی,3
رطوبت,3
رزبری,3
قوت:,3
نسبتی,3
طولانی،,3
تازگی،,3
تازگى,3
چی؟؟؟؟,3
رضایتی,3
نکردن!,3
ناخالصی,3
ناخالص,3
می‌دیم,3
کادویی,3
کادر,3
اجناسشون,3
ضعف:,3
تمایز,3
تمامشون,3
نشستیم,3
۱/۳,3
روس,3
ساندوچ,3
قاطیه,3
براتون،,3
روز‌ها,3
تمایل,3
برست,3
میزاشتن.,3
چسبناک,3
براحتی,3
پرروغن,3
پرو,3
پررویی,3
تمام.,3
چسبیده.,3
دیگتون,3
میزاشتید,3
کبابم,3
لاریسا,3
برازنده,3
میام,3
ناقابل,3
کبابشون,3
۱سیب,3
نوستالژیک,3
ساندویجش,3
روسی,3
تمومش,3
۹:۵۰,3
۵۶,3
چرت,3
کبریت,3
بودبه,3
بذارن،,3
میخوره؟,3
آتشین,3
هستی,3
پرداختم,3
(من,3
بذارید،,3
روش،,3
چرخ‌کرده,3
موز،,3
بوداده,3
طراحی,3
بودا,3
روییش,3
آجودانیه,3
یهویی,3
پرداختیم,3
نشم,3
معتقدم,3
ملون,3
:۳۰,3
نزدیک‌,3
نوشابه.,3
تلخ.,3
قایم,3
کاکایویی,3
تلاشی,3
هستم!,3
آمیز,3
برایش,3
تقلب,3
قبال,3
بود!!!!!!!!,3
براینکه,3
قبض,3
۱),3
تقریبی,3
بربرى,3
شیرین‌ها,3
قبل!,3
تقریبا.,3
نیم.,3
چقدرم,3
نیم،,3
ناشناخته,3
چقدره,3
تقدیر,3
بو،,3
نیمد,3
رگه‌های,3
بویه,3
نذارید،,3
روزم,3
سانته,3
تلگرام,3
روزهایی,3
تلمبار,3
ناعادلانه,3
رژیم,3
رژیمم,3
چشمام,3
بووووود,3
پرسیده,3
بوووووود,3
چشمک,3
میده!,3
تلفنى,3
دیگس,3
کبابا,3
دیگست,3
;,3
۱عدد,3
ضلع,3
پیکشونم,3
برانگیز,3
برانگیزه,3
نوشابه‌ام,3
رگ,3
قاشق،,3
چربی‌های,3
میخوره.,3
اخیرم,3
ندیدیم.,3
اخیر،,3
موندگیش,3
لاک,3
پخته،,3
میده؟,3
لاپلو,3
قارچا,3
موندگی،,3
مایکرویو,3
آبنبات,3
آبه,3
یفارش,3
هفتاد,3
طبیعت,3
نیستید.,3
چاقاله,3
پدرم,3
سایت،,3
(مثل,3
چرا.,3
پذیرا,3
عالی..,3
دیره,3
می‌کردی,3
روغنی،,3
چاپاتا,3
مایونزی,3
آبلیموی,3
می‌کردید.,3
بدرستی,3
بدرنگ,3
توزیع,3
تورینو,3
قابله,3
مبلغشم,3
قاتق,3
میدهد.,3
پبک,3
بودند!!!!,3
بدشکل,3
قاتوق,3
نشویم.,3
بودن؛,3
پتزا,3
بدطعمی,3
آنهم,3
رولی,3
////,3
کدوی,3
هفده,3
می‌کردین,3
بوده),3
مغر,3
چرا؟؟؟,3
مایونز،,3
ساندویچشم,3
کتف‌ها,3
دیزاینش,3
چربى,3
می‌کند،,3
تنورى,3
یمقدار,3
میانی,3
نامحترمانه,3
تنهایی,3
بدید!,3
لبه‌ی,3
می‌بینید,3
ساندویچهایی,3
بوددددددد,3
پرتقال،,3
ساندویچهای,3
چربیش,3
بدین!,3
ماکرویو,3
بدین،,3
بودد,3
روشه,3
لثه,3
لاستیک،,3
کتابی,3
میدادو,3
نیست:,3
هشتاد,3
ته‌دیگ,3
لبنانی,3
اخه.,3
رونق,3
عالی!,3
قارچو,3
چرااا,3
آبکی،,3
پذیرفتنی,3
بدهم.,3
تهه,3
یقین,3
تهرانپارس,3
دیروزه,3
۱تیکه,3
مملکت,3
آورد!,3
تهدید,3
بدو,3
می‌بود،,3
bade,3
:,3
مایعی,3
کته‌ها,3
میاورد,3
تنوعی,3
بودم!!!!,3
برترین‌ها,3
میشه!!!!,3
کاهوى,3
آوردیم,3
کاور,3
برس,3
تفاله,3
بردند,3
هست..,3
می‌موندم,3
دیگ‌ها,3
کانولا,3
روان,3
پیشنهادی,3
ظفر,3
کامیون,3
ریختن.,3
نذاشتید,3
میسوزه,3
کامنتها,3
ماهان,3
نازکتر,3
روحی,3
تغیر,3
پیچیده‌ای,3
برخوردم,3
نذاشتن.,3
چلوجوجه,3
میاره.,3
ریخت.,3
نیمه‌آماده,3
روح,3
آخه؟؟؟,3
آوردی,3
سالد,3
برزیلی,3
بپز,3
۱ماه,3
بردن.,3
آخه.,3
می‌کنید.,3
مانندی,3
ذرتش,3
قبلا،,3
نوشتند,3
میدادن.,3
برسانید,3
تغییرات,3
هست!!!,3
چلوی,3
دیگه:,3
کامنتهای,3
پروک,3
به‌جای,3
کاهوش,3
می‌کنید،,3
تعرفه,3
نوشته‌ام,3
پروسه,3
بهمین,3
لطفا،,3
تفکیک,3
مانکی,3
سالاد‌های,3
(نه,3
قیمش,3
چمن,3
پرژک,3
کاهو!,3
پیلگون,3
برخوردی,3
هست؟!,3
نازک.,3
۱۳۰,3
طرفدارای,3
ریختم!,3
هست!!!!,3
بردارین,3
نوشتیم,3
دیگه‌ی,3
ریحان‌ها,3
می‌کنی,3
نیاوردن!,3
ملاقه,3
ریخت،,3
داشتید.,2
نمیخورن,2
رووش,2
۹:۲۰,2
داشت؟!,2
سکونت,2
۸۶,2
رسیدی,2
داغون‌ترین,2
مکررا,2
…گوجه,2
هاشونو,2
طلائی,2
نگرفتم.,2
۷۶,2
داشتیم!,2
hafte,2
غبار,2
واقعیتش,2
درخرید,2
نیستش,2
نمیاد.,2
شبمون,2
درختی,2
وبد,2
سکوت,2
مویز,2
شلوغه،,2
-۵,2
keyk,2
نگرفتند,2
صنفی,2
(۵۰,2
میخام,2
وباید,2
(این,2
درتحویل,2
ندادم.,2
روشی,2
درت,2
روژین,2
(اگر,2
ریختیم،,2
نمیارزید!,2
۹:۳۰,2
غذاهام,2
۹:۲۵,2
نسبی,2
۹۲۰,2
واقعی.,2
رشد,2
میخواستند,2
غذاهاشون،,2
شدید.,2
شد؛,2
نفروشید.,2
شد؟!,2
شبانه,2
شد؟,2
نمیرزه.,2
دربیاد,2
نیودم,2
نمیرزید.,2
میداد:,2
نریزند,2
نمیارزید،,2
صیفی,2
طعم‌دهنده,2
ریختیمش,2
نسترن,2
روعن,2
طلا,2
شدیدن,2
/۵,2
زشت،,2
رشت,2
نزدیکتر,2
هاس,2
زرشک‌ها,2
زرشک‌های,2
غذاهاى,2
۷۷,2
شناسایی,2
شبرینی‌ها,2
واریزی,2
شلیل,2
نزدیکای,2
ریختید؟!,2
نمیرفت!,2
وازلین,2
روچر,2
hame,2
شناخته,2
نمیخوند,2
درجا,2
غدارو,2
نیود،,2
شناختی,2
نیستیم.,2
ریخت!,2
رنگه,2
زرشک‌,2
هارا,2
۷۷۰۰,2
…نمیدونم,2
نمشد,2
ریختمشون,2
نماند,2
وبرنج,2
نگذارید,2
میخواستید,2
نمیره.,2
درسته،,2
?,2
سوپشون,2
نمونده،,2
داغون،,2
سوپشم,2
مواد.,2
رولر,2
رولت‌تر,2
طرفه,2
واحترام,2
زمانى,2
صلا,2
ریختن!!!,2
داغو,2
۴تکه,2
سوگود,2
شنیتسل,2
رسیدند.,2
وبرخورد,2
غذاسفارش,2
هالی,2
شرو,2
درست،,2
مهمولی,2
شخصیم,2
نمادین,2
هالیپ-ن-,2
شنیدم,2
درستم,2
مواد!!,2
دارم!,2
داغم,2
شلوغه.,2
سوپرها,2
عیار,2
سوپرمارکت‌های,2
غذاش،,2
غذایتان,2
طلبکارم,2
مواد،,2
وبسایت,2
شه!!,2
۷۵دقیقه,2
شرکت،,2
نمیزد.,2
شریعتی,2
درصده,2
سوپرمارکتم,2
"رسید,",2
سوپرماکت,2
غذاشم,2
طبعا,2
نیستن!!,2
درسطح,2
زمان‌بندی,2
واقلا,2
واب,2
رسید؟؟؟,2
رسید؛,2
۹:۱۵,2
رولته,2
نکه,2
میتونستید,2
میخاین,2
درشان,2
رولت،,2
۴روز,2
نمودند,2
۴بستنی,2
طلبکارا,2
نیامد،,2
"""با",2
دردسرساز,2
داره!!!,2
شدە,2
نمکنم,2
نیم‌ساعت,2
نمیخورد،,2
مهمون.,2
سوییسی,2
دارنو,2
نمیخورد..,2
غالبش,2
شستن,2
رهاش,2
نزده،,2
…ی,2
نمیخواین,2
۴،,2
شد!!!!!,2
روغنشون,2
میذاره.,2
شدیم،,2
رواشتباه,2
نمیخوانند,2
درخواست‌ها,2
سپاسگذارم,2
شنسل,2
سپاس.,2
نمیخوردمش،,2
نیم‌,2
میتونستین,2
نمیخوردم,2
وار,2
شدین.,2
ششصد,2
شستشوی,2
مکروویو,2
سویسی,2
طبقه‌ی,2
نگذاشتند.,2
شرف,2
روغنی‌,2
۷۵۰,2
…یه,2
نگذاشتن,2
غذاسردوخیلی,2
نگذارید.,2
سویا،,2
شرقی,2
طبقات,2
مونده‌ست,2
سویا.,2
داغ،,2
…نصف,2
نیستند.,2
-بوی,2
۳۶۰۰۰,2
دردو,2
زعفرانیم,2
شرایطو,2
شد),2
صمن,2
روغنى,2
…یا,2
دارن؟,2
شرد,2
شد!!!!!!,2
رسیده!!!,2
نیستند،,2
…یعنی,2
واقعیه,2
واحدی,2
میخاستیم,2
زردش,2
وب,2
واگرنه,2
رقابت,2
نیاد،,2
سیمپل,2
نزنم,2
میدادن،,2
نمیخاد,2
زبونش,2
"داشت,",2
شانسیه,2
واکس,2
۳۹۰۰۰,2
شل.,2
kabab,2
غذاهاتون.,2
۳۸۰۰,2
موی,2
نیویورک,2
واقعا..,2
نیاد!,2
رگه,2
نریزین,2
رنجش,2
شما؟؟؟؟,2
(اصلا,2
۳۹,2
نزاره,2
شانزده,2
رکورد,2
نزاکت,2
ریگ,2
سینه،,2
نمیدهد.,2
رقبا,2
نیک,2
موکای,2
دتول,2
دانمارکیش,2
زحمتکش,2
واگذار,2
دانمارکیه,2
نگیرند,2
نیاید,2
ریحون.,2
شماها,2
نیاورید,2
